0, 0, Header, 1, 3, 240
1, 0, Start_track
1, 0, Time_signature, 4, 2, 24, 8
1, 0, Tempo, 810811
1, 22080, Tempo, 833333
1, 22200, Tempo, 857143
1, 22320, Tempo, 909091
1, 22440, Tempo, 1000000
1, 22496, Tempo, 1111111
1, 22560, Tempo, 1200000
1, 22560, End_track
2, 0, Start_track
2, 0, Text_t, "RH B"
2, 0, Note_on_c, 0, 69, 64
2, 60, Note_off_c, 0, 69, 62
2, 60, Note_on_c, 0, 71, 64
2, 120, Note_off_c, 0, 71, 61
2, 120, Note_on_c, 0, 73, 64
2, 180, Note_off_c, 0, 73, 73
2, 180, Note_on_c, 0, 69, 64
2, 240, Note_off_c, 0, 69, 53
2, 240, Note_on_c, 0, 78, 64
2, 360, Note_off_c, 0, 78, 73
2, 360, Note_on_c, 0, 78, 64
2, 480, Note_off_c, 0, 78, 70
2, 480, Note_on_c, 0, 76, 64
2, 540, Note_off_c, 0, 76, 62
2, 540, Note_on_c, 0, 75, 64
2, 600, Note_off_c, 0, 75, 52
2, 600, Note_on_c, 0, 76, 64
2, 720, Note_off_c, 0, 76, 58
2, 780, Note_on_c, 0, 76, 64
2, 840, Note_off_c, 0, 76, 44
2, 840, Note_on_c, 0, 78, 64
2, 900, Note_off_c, 0, 78, 65
2, 900, Note_on_c, 0, 79, 64
2, 960, Note_off_c, 0, 79, 66
2, 960, Note_on_c, 0, 81, 64
2, 1020, Note_off_c, 0, 81, 69
2, 1020, Note_on_c, 0, 79, 64
2, 1080, Note_off_c, 0, 79, 59
2, 1080, Note_on_c, 0, 78, 64
2, 1140, Note_off_c, 0, 78, 53
2, 1140, Note_on_c, 0, 81, 64
2, 1200, Note_off_c, 0, 81, 68
2, 1200, Note_on_c, 0, 74, 64
2, 1260, Note_off_c, 0, 74, 47
2, 1260, Note_on_c, 0, 73, 64
2, 1320, Note_off_c, 0, 73, 59
2, 1320, Note_on_c, 0, 71, 64
2, 1380, Note_off_c, 0, 71, 44
2, 1380, Note_on_c, 0, 81, 64
2, 1440, Note_off_c, 0, 81, 43
2, 1440, Note_on_c, 0, 80, 64
2, 1500, Note_off_c, 0, 80, 68
2, 1500, Note_on_c, 0, 78, 64
2, 1560, Note_off_c, 0, 78, 38
2, 1560, Note_on_c, 0, 76, 64
2, 1620, Note_off_c, 0, 76, 28
2, 1620, Note_on_c, 0, 80, 64
2, 1680, Note_off_c, 0, 80, 70
2, 1680, Note_on_c, 0, 73, 64
2, 1740, Note_off_c, 0, 73, 68
2, 1740, Note_on_c, 0, 71, 64
2, 1800, Note_off_c, 0, 71, 65
2, 1800, Note_on_c, 0, 69, 64
2, 1860, Note_off_c, 0, 69, 44
2, 1860, Note_on_c, 0, 79, 64
2, 1920, Note_off_c, 0, 79, 46
2, 1920, Note_on_c, 0, 78, 64
2, 1980, Note_off_c, 0, 78, 57
2, 1980, Note_on_c, 0, 76, 64
2, 2040, Note_off_c, 0, 76, 36
2, 2040, Note_on_c, 0, 74, 64
2, 2100, Note_off_c, 0, 74, 48
2, 2100, Note_on_c, 0, 78, 64
2, 2160, Note_off_c, 0, 78, 63
2, 2160, Note_on_c, 0, 71, 64
2, 2220, Note_off_c, 0, 71, 50
2, 2220, Note_on_c, 0, 78, 64
2, 2280, Note_off_c, 0, 78, 52
2, 2280, Note_on_c, 0, 76, 64
2, 2340, Note_off_c, 0, 76, 44
2, 2340, Note_on_c, 0, 74, 64
2, 2400, Note_off_c, 0, 74, 55
2, 2400, Note_on_c, 0, 73, 64
2, 2460, Note_off_c, 0, 73, 63
2, 2460, Note_on_c, 0, 71, 64
2, 2520, Note_off_c, 0, 71, 59
2, 2520, Note_on_c, 0, 69, 64
2, 2580, Note_off_c, 0, 69, 58
2, 2580, Note_on_c, 0, 71, 64
2, 2640, Note_off_c, 0, 71, 53
2, 2640, Note_on_c, 0, 73, 64
2, 2700, Note_off_c, 0, 73, 59
2, 2700, Note_on_c, 0, 75, 64
2, 2760, Note_off_c, 0, 75, 58
2, 2760, Note_on_c, 0, 76, 64
2, 2820, Note_off_c, 0, 76, 52
2, 2820, Note_on_c, 0, 78, 64
2, 2880, Note_off_c, 0, 78, 62
2, 2880, Note_on_c, 0, 80, 64
2, 2940, Note_off_c, 0, 80, 73
2, 2940, Note_on_c, 0, 81, 64
2, 3000, Note_off_c, 0, 81, 62
2, 3000, Note_on_c, 0, 83, 64
2, 3060, Note_off_c, 0, 83, 49
2, 3060, Note_on_c, 0, 80, 64
2, 3120, Note_off_c, 0, 80, 68
2, 3120, Note_on_c, 0, 76, 64
2, 3180, Note_on_c, 0, 78, 64
2, 3240, Note_off_c, 0, 78, 52
2, 3240, Note_on_c, 0, 80, 64
2, 3300, Note_off_c, 0, 80, 70
2, 3300, Note_on_c, 0, 76, 64
2, 3360, Note_off_c, 0, 76, 45
2, 3360, Note_off_c, 0, 76, 54
2, 3360, Note_on_c, 0, 75, 64
2, 3360, Note_on_c, 0, 78, 64
2, 3420, Note_off_c, 0, 78, 52
2, 3420, Note_on_c, 0, 80, 64
2, 3480, Note_off_c, 0, 80, 62
2, 3480, Note_on_c, 0, 81, 64
2, 3540, Note_off_c, 0, 81, 54
2, 3540, Note_on_c, 0, 78, 64
2, 3600, Note_off_c, 0, 78, 59
2, 3600, Note_off_c, 0, 75, 44
2, 3600, Note_on_c, 0, 74, 64
2, 3600, Note_on_c, 0, 71, 64
2, 3720, Note_off_c, 0, 71, 59
2, 3720, Note_on_c, 0, 83, 64
2, 3840, Note_off_c, 0, 74, 63
2, 3840, Note_on_c, 0, 73, 64
2, 3960, Note_off_c, 0, 83, 50
2, 3960, Note_on_c, 0, 76, 64
2, 4080, Note_off_c, 0, 76, 49
2, 4080, Note_off_c, 0, 73, 68
2, 4080, Note_on_c, 0, 78, 64
2, 4200, Note_on_c, 0, 81, 64
2, 4320, Note_off_c, 0, 78, 52
2, 4320, Note_on_c, 0, 71, 64
2, 4440, Note_off_c, 0, 81, 40
2, 4440, Note_on_c, 0, 75, 64
2, 4560, Note_off_c, 0, 75, 47
2, 4560, Note_off_c, 0, 71, 68
2, 4560, Note_on_c, 0, 76, 64
2, 4680, Note_on_c, 0, 80, 64
2, 4800, Note_off_c, 0, 80, 69
2, 4800, Note_on_c, 0, 81, 64
2, 4860, Note_off_c, 0, 81, 52
2, 4860, Note_on_c, 0, 80, 64
2, 4920, Note_off_c, 0, 80, 52
2, 4920, Note_on_c, 0, 78, 64
2, 4980, Note_off_c, 0, 78, 62
2, 4980, Note_on_c, 0, 81, 64
2, 5040, Note_off_c, 0, 81, 49
2, 5040, Note_off_c, 0, 76, 54
2, 5040, Note_on_c, 0, 75, 64
2, 5100, Note_on_c, 0, 81, 64
2, 5160, Note_off_c, 0, 81, 52
2, 5160, Note_on_c, 0, 80, 64
